,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,monthly_revenue
1802,35062952,Condo in Vancouver · 1 bedroom · 1 bed · 1 private bath,"Yaletown is one of Vancouver's nicest neighbourhoods! There are tons of great cafes right down the road, my favourite being Small Victory. Walk to everything you need or want! Enjoy some of the great restaurants Yaletown has to offer. Or take a quick walk to any of the close-by neighbourhoods like Gastown or Davie Village!",27671290,Cameron,,,,f,1,3,"Vancouver, British Columbia, Canada",Downtown,49.27612,-123.12167,Private room in condo,Private room,1,,,1.0,[],,90,100,90.0,100.0,0,0,0,0,0,0,,,,,,,,t,1,,324
4736,837235462314777474,Home in Vancouver · ★4.79 · 2 bedrooms · 3 beds · 1 bath,,485488460,Mike,within an hour,100%,99%,t,4,5,,Kitsilano,49.26060265561073,-123.18542446328044,Entire home,Entire home/apt,6,,,3.0,[],$41.00,1,1125,2.0,1125.0,0,0,0,0,40,40,4.79,4.88,4.81,4.9,4.86,4.79,4.67,f,3,4.29,3996
6675,1042267560326420544,Rental unit in Vancouver · ★New · 1 bedroom · 2 beds · 1 bath,,482512980,Carla,within a few hours,100%,98%,f,1,2,,Downtown Eastside,49.28029,-123.08295,Entire rental unit,Entire home/apt,4,,,2.0,[],$300.00,2,365,2.0,365.0,30,60,90,365,0,0,,,,,,,,t,1,,1855
2385,44014044,Guest suite in Vancouver · ★4.99 · 1 bedroom · 1 bed · 1 bath,"Tucked amongst the bamboo of a 1920's bungalow home the neighbourhood of Kerrisdale is a few blocks away and offers an assortment of coffee shops, Asian inspired eateries and local businesses. There is a liquor store, dry cleaners with wash n' fold service within a 10 minute walk of the suite. There are three grocery markets (one a 5 minute walk) within a quick ride away. Quilchena park is around the corner and has a playground, skate park and walking paths.",21409576,Kelli,within an hour,100%,100%,t,1,1,"Vancouver, British Columbia, Canada",Arbutus Ridge,49.23972,-123.15498,Entire guest suite,Entire home/apt,2,,,1.0,[],$163.00,3,60,2.7,1125.0,14,38,67,67,94,43,4.99,4.97,4.98,4.98,5.0,4.86,4.91,f,1,2.46,2960
5759,954628818328011383,Townhouse in Vancouver · ★4.74 · 2 bedrooms · 3 beds · 2.5 baths,"Hold onto your hats because we're smack dab in the center of Vancouver's. We are around the corner from BC Place & Rogers Arena which means non-stop fun with sports, concerts, and more. When the city calls, you're already there – the hottest restaurants, the trendiest shops, and all that cultural jazz are just steps away.<br /><br />The suite is situated in Crosstown. It is aptly called this because you are at the crossroads of the best Vancouver has to offer. You are right between Gastown & Yaletown, step away from Rogers Arena, BC Place and the Parq Casino. The location really can't be beat for exploring this amazing city.",485512957,Clara,within an hour,100%,100%,f,1,1,"Vancouver, British Columbia, Canada",Downtown Eastside,49.28055,-123.10931,Entire townhouse,Entire home/apt,6,,,3.0,[],$192.00,2,89,2.7,89.0,14,44,74,167,19,19,4.74,4.68,4.79,4.84,4.89,4.63,4.47,f,1,5.33,2627
1959,37168261,Guest suite in Vancouver · ★4.68 · 1 bedroom · 2 beds · 1 bath,"Kitsilano neighborhood is close to everything! It is a beachside community with great shopping, restaurants, and beaches.<br />Harbour beaches, parks, swimming areas and coastal walks are on the doorstep.<br />The great Kitsilano Pool is just a few minutes drive. <br />The Jericho Sailing Centre is a 5-minute drive for those looking to take a sailing lesson or rent a boat or paddleboard.<br />Guests can head down to the beach and further along the Sea Wall which will take you to Granville Island, Olympic Village, Yaletown, The West End, and Beyond to Stanley Park.",130786393,Tatiana,,,,f,1,3,"Vancouver, British Columbia, Canada",Kitsilano,49.26613,-123.17551,Entire guest suite,Entire home/apt,4,,,2.0,[],$249.00,30,1000,30.0,1000.0,0,0,0,0,22,0,4.68,4.91,4.5,4.95,4.95,4.86,4.59,t,1,0.42,170
2976,52471789,Loft in Vancouver · ★4.88 · 1 bedroom · 1 bed · 1 bath,,424727905,Scott,,,60%,f,1,1,,Grandview-Woodland,49.28454890148651,-123.06196318316898,Entire loft,Entire home/apt,3,,,1.0,[],,3,16,3.0,16.0,0,0,0,0,8,4,4.88,4.88,4.75,4.88,4.88,4.63,4.88,f,1,0.32,3342
488,11851708,Guest suite in Vancouver · ★4.82 · 1 bedroom · 1 bed · 1 bath,"Saturday 10-2 Farmers Market Ontario at 30th  year round<br /><br />Within walking distance, Main Street has great coffee shops, restaurants, clothing, record shops and kid stores. Good groceries, funky boutique and handmade stores. Banks, bakeries and bookstores of the local variety. The real Vancouver without the slick chain stores you’ll find in touristy destinations. I have a list of local recommendations in the apartment and an airbnb resource. <br /><br />Queen Elizabeth Park and Bloedel Conservatory ( tropical birds in a glass dome - good on a rainy day ) are within walking ( although up a hill, at the highest elevation in Vancouver - good on a sunny day ). <br /><br />VanDusen Botanical Garden is worthwhile with a nice cafe. Best to drive there but you can walk or bus to Oak and 37th. <br /><br />If you have a bathing suit, for a low fee you can relax at our Olympic legacy pool with its very good hot tub, sauna and steam room.  Hillcrest Aquatic Centre has a pool, gym, and libr",63122562,Tamara & Steve,within an hour,100%,95%,t,1,2,"Vancouver, British Columbia, Canada",Riley Park,49.24992,-123.10578,Entire guest suite,Entire home/apt,2,,,1.0,[],$165.00,3,1125,1.0,1125.0,3,3,3,3,173,37,4.82,4.88,4.71,4.96,4.96,4.94,4.83,f,1,2.51,3256
1843,35612871,Rental unit in Vancouver · ★4.84 · 2 bedrooms · 3 beds · 2 baths,Central to everything Vancouver has to offer,267921588,Jacob,within an hour,100%,100%,t,2,6,"Vancouver, British Columbia, Canada",Downtown,49.27898,-123.12075,Entire rental unit,Entire home/apt,4,,,3.0,[],$235.00,1,365,6.9,365.0,12,42,72,162,49,1,4.84,4.94,4.88,4.8,4.88,4.94,4.67,f,2,0.89,2378
1734,34262368,Home in Vancouver · ★4.53 · 1 bedroom · 1 bed · 2 shared baths,"The house is close to Skytrain, Bus stop, Queen Elizabeth Park, Oak Ridge Centres, Grocery store, golf course, movie theater, grocery stores, restaurant. It is also in between YVR airport and Downtown Vancouver.",156460473,Ricky,within a few hours,100%,82%,t,12,32,"Vancouver, British Columbia, Canada",Oakridge,49.22392,-123.11885,Private room in home,Private room,2,,,1.0,[],$29.00,30,1125,29.9,1125.0,26,26,37,37,17,0,4.53,4.82,4.59,4.82,4.94,4.94,4.41,f,4,0.3,2087
2911,51712984,Condo in Vancouver · ★4.86 · 2 bedrooms · 2 beds · 2 baths,,23580101,Mike,within an hour,100%,97%,t,4,4,,Downtown,49.27804,-123.12067,Entire condo,Entire home/apt,4,,,2.0,[],$212.00,5,300,5.0,1125.0,10,40,47,262,57,33,4.86,4.88,4.88,4.82,4.89,4.95,4.75,t,1,2.05,4313
3219,544919086130938918,Home in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 bath,,441490751,De,,,,f,1,1,,Renfrew-Collingwood,49.24002,-123.0405,Entire home,Entire home/apt,2,,,1.0,[],,30,90,30.0,90.0,0,0,0,0,41,0,4.83,4.88,4.88,4.93,4.95,4.8,4.78,f,1,1.96,1871
146,2493042,Condo in Vancouver · 1 bedroom · 1 bed · 1 bath,fairview slopes/false creek,11852508,Sam,,,50%,f,1,7,"Vancouver, British Columbia, Canada",Fairview,49.26254,-123.13054,Entire condo,Entire home/apt,2,,,1.0,[],$133.00,30,90,30.0,90.0,0,0,0,0,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,0.1,1907
5630,939966186505877340,Home in Vancouver · ★New · 1 bedroom · 1 bed · 1.5 baths,,64693355,Armin,within a few hours,100%,,f,2,3,,Marpole,49.21247030647908,-123.11706773936749,Private room in home,Private room,3,,,1.0,[],$65.00,30,365,30.0,365.0,29,59,78,78,0,0,,,,,,,,f,2,,3158
1986,37631161,Home in Vancouver · 1 bedroom · 1 bed · 1 private bath,Located about a 2 min Walk from the closest Grocery Store.<br /><br />Lovely views of the mountains in the neighborhood.<br />Beautiful Cherry Blossoms in the Spring,53171794,Hamad,,,,f,4,4,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.24825,-123.04955,Private room in home,Private room,2,,,1.0,[],$139.00,1,20,1.0,20.0,0,0,0,0,2,0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,f,3,0.04,2533
1369,27508424,Guest suite in Vancouver · ★4.76 · Studio · 2 beds · 1 bath,"We are in a residential neighborhood but immediately off of Kingsway, Street so you can walk to many coffee shops, restaurants and grocery stores within 15 minutes",207405048,Morgan,within an hour,100%,99%,t,5,5,"Vancouver, British Columbia, Canada",Renfrew-Collingwood,49.23851,-123.0469,Entire guest suite,Entire home/apt,3,,,2.0,[],$83.00,2,1125,2.0,1125.0,0,0,0,0,44,23,4.76,4.84,4.71,4.87,4.87,4.67,4.62,f,5,0.7,585
6051,979140492311735671,Rental unit in Vancouver · ★4.95 · 3 bedrooms · 3 beds · 2 baths,"This neighbourhood is part of the Central Business District (CBD) and is known for its vibrant urban atmosphere.<br /><br />Urban Living:<br />The neighbourhood is characterized by high-rise residential buildings, commercial spaces, and plenty of amenities.<br /><br />Convenience:<br />There are numerous restaurants, cafes, grocery stores, and shops within walking distance. Everything you need for daily living is readily available.<br /><br />Cultural Hub: <br />You'll find theaters, art galleries, and cultural institutions nearby. The Vancouver Art Gallery and the Queen Elizabeth Theatre are just a short walk away, offering a variety of cultural experiences.<br /><br />Entertainment:<br /> It is in close proximity to many bars, clubs, and entertainment venues. This neighbourhood comes alive at night, with plenty of options for those seeking entertainment after dark.<br /><br />Recreation: <br />Andy Livingstone Park and the Seawall are great places to enjoy the outdoors and go for a w",319023064,Jon,within an hour,100%,100%,f,5,5,"Vancouver, British Columbia, Canada",Downtown Eastside,49.28022,-123.10916,Entire rental unit,Entire home/apt,5,,,3.0,[],$106.00,1,365,2.0,365.0,0,0,0,0,19,19,4.95,4.85,4.8,4.9,5.0,4.95,4.85,f,5,6.79,3644
2811,50687667,Rental unit in Vancouver · ★4.50 · Studio · 1 bed · 1 bath,"The West End is a neighbourhood in Downtown Vancouver, BC, close to Stanley Park and the areas of Yaletown, Coal Harbour and the financial and central business districts. It is considered the most livable and vibrant community in Vancouver as is filled with beautiful tree-lined streets, yet provides an abundance of options for: shopping, entertainment, health care, schools and much more.<br /><br />The West End is surrounded by the ocean and beaches, which are within walking distance of this property.",231663454,Plan A,within an hour,100%,94%,f,19,227,"Vancouver, British Columbia, Canada",West End,49.28343,-123.1279,Entire rental unit,Entire home/apt,2,,,1.0,[],$101.00,30,1125,30.0,1125.0,5,6,6,46,6,1,4.5,4.67,4.5,4.5,4.67,4.67,4.17,f,19,0.22,1176
659,15111957,Home in Vancouver · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,,92655648,Lucy,within an hour,100%,98%,t,3,5,,Victoria-Fraserview,49.21308,-123.05564,Private room in home,Private room,2,,,1.0,[],$69.00,30,1125,28.0,1125.0,0,10,40,315,62,4,4.92,4.97,4.74,4.98,4.94,4.72,4.9,f,3,0.7,2334
1794,34941557,Home in Vancouver · ★4.67 · 2 bedrooms · 3 beds · 1.5 baths,"4.6 km to UBC, and 6.2 km to downtown Vancouver. Bus stop just 110 m far from the house. 3 bus line through it.",189726827,Xiaoan,within an hour,100%,98%,f,3,4,"Vancouver, British Columbia, Canada",Dunbar Southlands,49.25359,-123.18147,Entire home,Entire home/apt,4,,,3.0,[],$109.00,1,60,1.0,60.0,20,50,80,80,101,23,4.67,4.69,4.74,4.92,4.88,4.82,4.47,t,3,1.84,1552
2511,46374926,Guest suite in Vancouver · ★4.48 · 2 bedrooms · 2 beds · 1 bath,"Amenities in walking distance:<br />- Starbucks<br />- Grocery Store- Independent Grocery Store<br />- Subway, Pizza, A&W Restaurant<br />- BC Liquor store<br />- Gym and Swimming pool (Killarney Community Centre)<br />- Fraserview Gold Course- one of the best course in town<br />- Running and walking the ground<br />- Library, Dry-cleaning, Bank, etc..<br /> <br />The Neighborhood: Located half a block from nearby buses, one bus gets you to Skytrain stations, Metrotown, UBC, Downtown Vancouver, North Vancouver, Surrey, Coquitlam, Richmond & YVR. You will be a short walk to Champlain Mall (3 to 5 minutes to Independent Grocery Store, Public Library, Starbuck, Bank, Liquor Store ), Killarney Community Centre(5 minutes), Evo Car Share and Car2Go. We are close to a public golf course (Fraserview) and just up the hill from the up and coming development of River District.",317533561,Priya,within an hour,100%,100%,f,3,3,"Vancouver, British Columbia, Canada",Killarney,49.22258,-123.04159,Entire guest suite,Entire home/apt,4,,,2.0,[],$120.00,7,365,7.0,1125.0,10,40,70,88,25,4,4.48,4.44,4.44,4.84,4.84,4.76,4.64,t,3,0.78,2485
3397,608705726758009728,Condo in Vancouver · ★5.0 · 2 bedrooms · 2 beds · 2 baths,,66495563,Preetinder,within an hour,100%,67%,f,1,5,,Downtown Eastside,49.27692,-123.10058,Entire condo,Entire home/apt,4,,,2.0,[],$250.00,30,365,30.0,365.0,8,38,68,343,3,1,5.0,4.67,4.67,5.0,5.0,5.0,5.0,f,1,0.16,3409
4282,760472048315319026,Home in Vancouver · ★4.90 · 3 bedrooms · 3 beds · 2 baths,"West Point Grey is safe, peaceful and filled with nature. With only a 3-minute walk, you have access to Pacific Spirit Park and its various forest trails. A little further west is The University of British Columbia, which is only 7 min bus ride or 15 min by bike, and has numerous attractions including the Museum of Anthropology, the Beaty Biodiversity Centre, the Belkin Art Gallery, the Botanical Gardens, the Nitobe Japanese Gardens, and Wreck Beach. Otherwise, you can find various restaurants, parks, tennis courts, a golf course, playgrounds and beaches (Jericho, Locarno, and Spanish Banks), all within a 10–15-minute walk!",407397247,Shawn,within an hour,100%,100%,t,1,1,"Vancouver, British Columbia, Canada",West Point Grey,49.25967,-123.21482,Entire home,Entire home/apt,8,,,3.0,[],$700.00,2,29,2.0,1125.0,0,10,40,287,21,21,4.9,4.95,4.86,5.0,5.0,4.95,4.81,f,1,1.81,2259
1147,24024651,Home in Vancouver · ★4.63 · 2 bedrooms · 2 beds · 1 bath,"Skytrain station, TNT supermarkets, movie theatre, banks, restaurants, and cafes.<br />Skytrain.TNT超市，Oakrige mall商场！电影院，餐馆，银行咖啡厅。",129513006,Ivy,,,,f,5,5,"Vancouver, British Columbia, Canada",Oakridge,49.22203,-123.11669,Entire home,Entire home/apt,4,,,2.0,[],,2,200,2.0,200.0,0,0,0,0,35,0,4.63,4.57,4.77,4.69,4.74,4.63,4.49,t,2,0.5,2218
3272,570291023195322066,Home in Vancouver · ★4.94 · 1 bedroom · 1 bed · 1 private bath,,446824715,Leanne,within an hour,100%,100%,t,1,1,,Kitsilano,49.26746,-123.1728,Private room in home,Private room,2,,,1.0,[],,2,4,2.0,4.0,0,0,0,0,36,19,4.94,4.92,4.92,5.0,4.97,5.0,4.78,t,1,1.82,2256
608,14237820,Home in Vancouver · ★4.61 · 1 bedroom · 1 bed · 1 private bath,"With a Vancouver Community Policing Center and a Vancouver Fire Hall just minutes away from the house, the Victoria Drive neighborhood is remarkably both safe and convenient to run your everyday errands without even needing to take a bus.<br /><br />All these locations are a 5 minute walk or less from the house:<br />Starbucks, McDonald's, London Drugs, Dairy Queen, CIBC, BMO, Vancity Bank, Jones Park, Tecumseh Park, four bus stops, Chevron & Husky gas stations, vapor lounges, dispensaries, hair & nail salons, dental and medical clinics, Asian grocery supermarkets, thrift stores, bakeries, and a variety of multi-ethnic restaurants.<br /><br />Trout Lake Community Center (10 minutes away via the 20th bus): One of the few lakes you can hike around in the city. Great for a post-workout stroll after a drop-in at their respectable fitness center.<br /><br />Queen Elizabeth Park (18m via the 33rd bus): 130 acres of luscious greenery consisting of multiple attractions and a magnificent viewpo",13884145,Barry,within an hour,97%,99%,f,4,13,"Vancouver, British Columbia, Canada",Kensington-Cedar Cottage,49.23441,-123.0664,Private room in home,Private room,2,,,1.0,[],$69.00,1,250,1.0,1125.0,0,0,0,0,101,44,4.61,4.68,4.71,4.79,4.7,4.46,4.61,f,4,1.13,2547
6287,1005127756836305885,Rental unit in Vancouver · ★New · 1 bedroom · 1 bed · 1.5 baths,,542445386,Dana,,,,f,1,1,,Downtown,49.2749955,-123.1223163,Entire rental unit,Entire home/apt,2,,,1.0,[],,30,60,30.0,60.0,27,57,87,87,0,0,,,,,,,,f,1,,413
3582,646493357727548428,Rental unit in Vancouver · ★4.98 · 2 bedrooms · 5 beds · 1 bath,In the heart of the entertainment district of downtown Vancouver,5229168,Tuccy,within a few hours,90%,98%,t,1,1,"Vancouver, British Columbia, Canada",Downtown,49.27724,-123.12594,Entire rental unit,Entire home/apt,4,,,5.0,[],,1,1125,1.0,1125.0,0,0,0,0,41,31,4.98,4.98,4.95,4.98,4.95,4.88,4.9,f,1,2.57,2155
1930,36670366,Home in Vancouver · ★4.84 · 1 bedroom · 1 bed · 1 private bath,,275619946,Chak Shing,within an hour,100%,100%,t,1,2,,Arbutus Ridge,49.24835,-123.16907,Private room in home,Private room,2,,,1.0,[],$83.00,1,7,1.0,7.0,24,53,83,83,274,98,4.84,4.88,4.88,4.95,4.86,4.74,4.79,f,1,5.16,1174
197,3331054,Guest suite in Vancouver · ★4.83 · 1 bedroom · 1 bed · 1 bath,"Neighbourhood is very beautiful. close to a park with public ocean swimming or a pool.<br />Ocean view , lots of restaurants , Japanese, Chinese, Vietnamese, Italian, all within walking distance  and right on the major bus line to downtown, all universities and film studio .<br />Available for longer term rentals at a reduced rate.",16816923,Jamie,within a few hours,100%,88%,t,1,1,"Vancouver, British Columbia, Canada",Hastings-Sunrise,49.28488,-123.02993,Entire guest suite,Entire home/apt,2,,,1.0,[],$84.00,30,1125,30.0,1125.0,0,8,29,152,96,7,4.83,4.88,4.67,4.97,4.97,4.81,4.83,f,1,0.84,99
